"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Honduras","HND","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","37000000","41000000","41500000","44000000","51000000","51000000","57000000","60000000","64500000","74500000","83000000","87500000","96499565.7519541","92999953.5000232","121000000","139000000","174000000","208500000","208500000","246500000","325000000","360500000","379000000","403500000","438000000","476500000","543500000","590500000","561373390.55794","508620689.655172","394212062.256809","332725186.675946","394878044.344204","369085802.857538","330606031.776234","364442127.21585","384797297.297297","412319391.634981","525627769.57164","608083623.69338","963618445.988629","1123757618.24534","1176816435.15524","1228042635.02902","1331349045.63358","1514543438.09177","1638034362.99828","2052262226.71486","2375834476.9331","2727823615.64638","2839429270.02239","2845043928.94022","3001956184.54281","3095710138.15174","3029133339.5403","3001210972.34358","3065208882.25269","3123027107.15387","3240061134.44457","3453412706.48569","3657218094.90494","4411351206.06929","4486411226.32584","4960944281.49465","",
"Heavily indebted poor countries (HIPC)","HPC","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","15149892749.9915","17268549788.8912","15988196893.0802","15402222472.0745","18113080108.1597","20317707179.7067","17307334039.8612","17512204233.3103","13254153368.7197","14323165569.3838","15242761738.8686","15709958315.1382","17850148705.1488","17934424541.675","18252186888.9297","19366268379.7407","20948048241.266","24847741043.9173","29176485547.0516","32293747844.5688","36675944602.342","45483906521.4244","51602346593.884","51658392688.4308","53746359975.0633","64821557699.4123","64931220277.0739","72880078801.4951","78440102688.7376","76003502846.5111","77172418171.0253","81133641737.2625","85412955441.6024","90012070116.8714","95894758275.1895","103473146224.384","113036399520.621","127353684814.031","",
"Croatia","HRV","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5968720938.82537","5765333937.72447","5575258300.17692","6214841380.82181","5926326228.70797","5066030552.68213","4811662054.32709","5503628171.30483","7031464100.80349","8367371750.77713","8963501344.87194","9939822985.5154","12281379435.1075","14071903450.7914","13920284845.9235","13153292908.296","14325694225.0112","13073748443.7855","13515799084.9387","13765514149.1825","11456547547.0622","11566343046.0116","12247582386.1743","13365943028.5566","13334968362.9329","14421187363.1501","15917567824.8847","15031576824.743","17964296349.6404","",
"Haiti","HTI","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","475782976.707155","466097140.941355","486172068.438133","401231281.485913","446572071.914517","463870965.375374","522733658.07289","708355277.063462","849666413.983247","810060101.455804","863169086.139463","852386859.06286","1019880645.15439","1071665484.29693","1160857535.67102","1226253121.53102","1154987817.49049","1192026175.91349","1355521987.88035","1079859827.30239","1060849292.94466","1560159991.1253","1398333161.09931","1234084776.55774","",
"Hungary","HUN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8660325523.51642","9973525977.89799","11125479505.9945","10996216661.2602","10617356325.7706","10093824498.0075","10053140117.3087","10187395902.178","10431654281.8806","10009022635.2616","11332246607.6181","14782316832.213","19627460971.9638","22929347981.5611","25045261984.3924","25447107752.2696","29128439467.6565","33840568974.0421","28860531467.3149","28286044731.5585","29236283603.989","25706156779.2688","26761027291.6248","28198998287.4872","24676695336.2033","25671943118.9837","28898388193.854","31619493360.1436","32944698272.8962","33595136310.999","38058139093.7656","36529385952.16","42545962530.6227","",
"IBRD only","IBD","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","36603130124.3993","37493213117.3939","37655381262.3632","41512194008.7119","44037645617.945","48718489608.0432","52440748148.6023","51666051306.6054","55400394866.3153","63007965211.9875","70955179597.535","82188902283.5292","92705649041.8915","116449808877.11","150905434720.676","173313634710.021","190979534830.306","210358511514.138","239516887627.027","274953342483.907","317815152466.169","355184792089.792","363946866855.221","354830574162.86","357137225565.446","379959724695.375","405349532443.781","409775446282.94","431720010557.726","472715245637.735","536101719497.793","471672629679.011","472319197610.049","550847220504.5","599146241307.037","702708339502.505","750655494725.739","819619760097.281","806055122586.145","775162577762.494","829160858128.175","856066824543.469","865991734515.812","962288217134.771","1116200993844.7","1339040958646.82","1594532253695.83","1983977203837.78","2424010048772.82","2505020888555.26","2949875422296.6","3548065826095.27","3821871196796.8","4088099132965.03","4212982608050.5","3990644778677.75","4039878832003.2","4445348155061.97","4735711905074.82","4889781641771.02","4899694476218.55","5373104037602.72","5642794380753.91","5920540724801.09","",
"IDA & IBRD total","IBT","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","39782621851.5034","40995230061.9969","41473102358.1456","45621257820.1057","48774502557.3396","54182163966.1091","59126500605.4445","58438766690.7593","62924532424.5539","71285760157.7095","79774332325.1117","92122220482.6531","103752096967.137","128789150414.622","165996949394.589","192028006203.355","210904097010.089","232370624057.603","265694136930.114","306062773124.263","355827869767.062","393356730349.132","401684394960.853","392372879164.953","396210198538.991","419956928594.691","449227406088.445","456545721172.335","479745522224.84","522457690336.097","590643627302.885","526676357902.122","525297260642.602","605465037446.613","650205378439.41","755891028087.173","807247716538.062","876886237707.27","863891741448.477","832002923198.057","891800884106.765","918280653823.68","931611743066.264","1036572682734.91","1202516427291.51","1436084956288.35","1709993133206.67","2122473001628.87","2587424892506.93","2674927109580.82","3139020323547.41","3769965127837.94","4055035311044.53","4338142456600.67","4475999961871.4","4247426267417.96","4305844308529.02","4726796692173.72","5034821331554.51","5196972191112.14","5213404334744.14","5714252266981.73","6004301402369.67","6296457555500.48","",
"IDA total","IDA","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","42689792696.1815","42603914618.1698","44567844365.8016","45352084993.9999","49950491510.5289","53600970792.2044","54826373460.3884","55101476705.558","59135315207.3143","63766551433.9028","60391784678.8725","60149605225.7359","53577776272.2131","53393341445.9677","56699312318.1354","54949116027.0046","56374186502.3646","56090468520.2913","62827850025.3969","61173884339.8487","65915305822.2335","75305535480.7029","87575292330.0036","95187293090.1738","113197938094.839","133024531556.321","153839625519.298","160516724054.009","171542929237.78","197471104272.751","203642299653.364","218812688300.479","233720423471.096","233939661652.885","245297572365.459","253926816714.629","269481831949.1","275893756233.081","284874950808.034","308385673541.724","328433410275.838","339792915222.184","",
"IDA blend","IDB","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","417828248.696695","527857668.188346","610429447.852761","802739726.027397","866758143.287439","997590361.445783","1725301204.81928","2026506024.09639","3020963855.42169","3832530120.48193","5005542168.6747","6014930601.0161","5992039309.19025","7477312357.09202","9161548544.35943","10328838220.1782","8883377594.05035","8890773850.86424","10264996668.4075","8988818823.02558","7156066655.562","7567064347.62185","8868399645.64163","10119925224.4802","10657020932.8224","12183386537.4005","14257437867.9777","14353349531.4127","15825045991.9485","17204969474.4482","14763283406.1994","5434199705.76814","9246328959.29841","10779164212.8096","11053285490.1216","14199987339.966","19085795197.2016","21373625751.5732","23182537744.9277","31452113784.6363","36074838967.2902","42980542403.3756","51741295652.6447","68003137950.911","80891188500.789","84891845812.7509","86851491925.0854","83959519811.879","83928241101.3316","88787505519.4982","92630230195.6924","94025731017.005","98575590884.9499","102259693601.513","109715858390.105","101348330802.135","102089095323.389","",
"IDA only","IDX","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24408057620.7714","27286546762.5991","24802673369.8735","25262114108.7903","23494485357.3281","21539403822.6957","21737435283.0078","22504625420.3326","24687082682.7286","24691918229.8802","26854100023.8656","27928938308.37","30404670111.5802","35093745476.0258","41539295619.1802","46388359428.1617","53109388593.7933","65143124005.2006","75386456057.2926","78464493579.6353","84680741322.3832","98767157682.3447","97203669072.4462","104724963002.383","112069172094.284","108504416474.767","111713713280.641","118724418034.907","126706513417.612","134840477146.244","139548652647.962","148935756689.831","159577814049.811","172584425668.858","",
"Isle of Man","IMN","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","General government final consumption expenditure (current US$)","NE.CON.GOVT.CD","2434156450.15645","2704945305.65531","3279987049.07705","4215148283.24828","4542440271.32027","5233601278.90128","3877499634.99038","4071544783.73333","4458218702.26667","4997119463.46667","5585091953.6","6515435536.31405","6670668779.78567","7189779958.45998","8599735911.0551","9342858644.13255","10045415618.0965","11188642615.9596","12960801619.1411","15138489045.5907","17984212014.3733","18625800114.5658","20417943019.2962","22025097264.3221","21970856689.919","25413960839.9387","28758522474.4848","33285953697.0351","34417333827.6","34233599309.1518","36224062036.939","29924231403.9138","31458044828.7105","30729964715.9822","34153792203.9115","37974677098.3764","40589741793.8297","45864894957.4331","50182477611.2604","55863709567.0988","55963126271.9725","57094798714.0268","58260703884.4037","66094802386.139","73785230628.5655","85042131081.0356","92168697919.314","119995955707.838","126345338308.574","153775903892.302","184445185751.038","202075479769.498","195262172598.014","191152452599.851","212902275825.009","219368309510.089","236560240175.816","285489509105.813","292543981715.747","311992555245.969","310615866617.677","331815250379.339","358825872439.523","370694553905.944","",
